actor,actor_type,source_provider,source_report,report_date,source_url,indicator_type,indicator_value,country,target_country,target_sector,ttp,ttp_framework,confidence,description,date_added
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,asset_count,18 accounts,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,asset_count,2 Pages,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,asset_count,4 Groups,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,asset_count,5 accounts,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.2 Acquiring Instagram accounts,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,x[.]com/pemadol99851,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.4 Acquiring X / Twitter accounts,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,change[.]org/p/oppose-the-militarization-of-the-siang-district-need-dialogue-not-guns,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.11 Creating online petitions,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,change[.]org/p/support-the-formation-of-a-new-tibetan-government-in-exile,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.11 Creating online petitions,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,domain,puranchettri910[.]blogspot.com,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.12 Acquiring other online accounts,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,domain,thlhasa[.]blogspot.com,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.12 Acquiring other online accounts,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,The operation created a fictitious persona posing as a journalist in the Arunachal Pradesh region of India,China,,,1. Disguising assets > 1.2 Posing as non-existent person > 1.2.2 Posing as fictional journalist,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,"Most of the accounts posed as Tibetan expats, showed little complexity and were used primarily to reshare particular content from real people",China,,,1. Disguising assets > 1.2 Posing as non-existent person > 1.2.8 Posing as fictional person in target region,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,"They used proxy IPs to conceal their origin and appear to be coming from India, Bhutan or Nepal",China,,,5. Evading detection > 5.5 Obfuscating infrastructure > 5.5.1 Using proxy IP in target country,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,"The individuals behind this activity used fake accounts  to manage Pages, post and amplify other people’s content.",China,,,6. Indiscriminate engagement > 6.2 Amplifying with likely fake accounts on social media > 6.2.1 Amplifying with likely fake accounts on Facebook,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,"Around $xx in spending for ads, paid for mostly in xx",China,,,7. Targeted engagement > 7.1 Running ads > 7.1.1 Advertising to promote content,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,"About 2,400 accounts followed one or more of these Pages",China,,,7. Targeted engagement > 7.2 Engaging with users outside the operation > 7.2.2 Acquiring Page followers,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,About 120 accounts joined one or more of these Groups,China,,,7. Targeted engagement > 7.2 Engaging with users outside the operation > 7.2.3 Acquiring Group members,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,About 100 accounts followed one or more of these Instagram accounts.,China,,,7. Targeted engagement > 7.2 Engaging with users outside the operation > 7.2.4 Acquiring Instagram followers,meta_kill_chain,,,2026-09-11
Q4 2024 CHINA BASED CIB NETWORK,influence_operation,meta, Q4_2024 CHINA_BASED_CIB_NETWORK,2024-10-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q4_2024/%20Q4_2024%20CHINA_BASED_CIB_NETWORK.csv,behavior,The network posted primarily in English and Tibetan about news related to Tibet and its politics,China,,,7. Targeted engagement > 7.3 Engaging with specific audience > 7.3.4  Utilising Language-Specific Campaigns,meta_kill_chain,,,2026-09-11
