actor,actor_type,source_provider,source_report,report_date,source_url,indicator_type,indicator_value,country,target_country,target_sector,ttp,ttp_framework,confidence,description,date_added
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,asset_count,157 accounts,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,asset_count,19 Pages,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,asset_count,1 group,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.1 Acquiring Facebook assets,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,asset_count,17 accounts,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.2 Acquiring Instagram accounts,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,url,www.youtube[.]com/watch?v=FXCzsTm4GHU&t=2s,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.5 Acquiring YouTube channels,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,url,www.tiktok[.]com/@user8101771158572,China,,,0. Acquiring assets > 0.9 Acquiring social media accounts > 0.9.6 Acquiring TikTok accounts,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,behavior,Using profile photos likely generated using artificial intelligence such as Generative Adversarial Networks (GAN),China,,,1. Disguising assets > 1.1 Adopting visual disguise > 1.1.2 Using profile pictures like created using generative adversarial networks (GAN),meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,behavior,We found three separate clusters of accounts where each targeted a particular country while posing as locals.,China,,,1. Disguising assets > 1.2 Posing as non-existent person > 1.2.8 Posing as fictional person in target region,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,behavior,"The people behind this activity used fake accounts – many of which were detected by our automated systems – to post content, manage Pages, and reach out to others.",China,,,6. Indiscriminate engagement > 6.2 Amplifying with likely fake accounts on social media > 6.2.1 Amplifying with likely fake accounts on Facebook,meta_kill_chain,,,2026-09-11
China-based CIB network,influence_operation,meta,Q1_2025_China-based CIB network,2025-01-01,https://github.com/facebook/threat-research/blob/main/indicators/csv/Q1_2025/Q1_2025_China-based%20CIB%20network.csv,behavior,6.2.2 Amplifying with likely fake accounts on Instagram,China,,,6. Indiscriminate engagement > 6.2 Amplifying with likely fake accounts on social media > 6.2.2 Amplifying with likely fake accounts on Instagram,meta_kill_chain,,,2026-09-11
