actor,actor_type,source_provider,source_report,report_date,source_url,indicator_type,indicator_value,country,target_country,target_sector,ttp,ttp_framework,confidence,description,date_added
Iran IO network,influence_operation,x,X/Twitter state-linked IO archive (2020 disclosure),2020-06-11,https://blog.x.com/en_us/topics/company/2020/disclosing-removed-networks-to-our-archive-of-state-linked-information,asset_count,104 accounts,Iran,,,,none,,,2026-09-12
Saudi IO network,influence_operation,x,X/Twitter state-linked IO archive (2020 disclosure),2020-06-11,https://blog.x.com/en_us/topics/company/2020/disclosing-removed-networks-to-our-archive-of-state-linked-information,asset_count,33 accounts,Saudi Arabia,,,,none,,,2026-09-12
Cuba IO network,influence_operation,x,X/Twitter state-linked IO archive (2020 disclosure),2020-06-11,https://blog.x.com/en_us/topics/company/2020/disclosing-removed-networks-to-our-archive-of-state-linked-information,asset_count,526 accounts,Cuba,,,,none,,,2026-09-12
Thailand IO network,influence_operation,x,X/Twitter state-linked IO archive (2020 disclosure),2020-06-11,https://blog.x.com/en_us/topics/company/2020/disclosing-removed-networks-to-our-archive-of-state-linked-information,asset_count,926 accounts,Thailand,,,,none,,,2026-09-12
